LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,default.payment.next.month
50000,2,1,2,22,0,0,0,0,0,41940,41811,35920,19987,18971,1748,1253,2504,1004,1509,1
120000,2,3,2,32,0,0,-1,-1,-1,5152,4529,890,890,3040,1015,890,890,3040,0,0
20000,2,2,1,36,1,-2,-2,-2,-2,-25,-25,-25,-25,-25,0,0,0,0,0,0
280000,2,3,2,33,-1,-1,-1,-1,-1,2186,2186,2184,2542,2186,2196,2194,2554,2196,2119,0
50000,2,1,1,35,0,0,0,0,0,46532,46624,45438,39527,7997,3000,1200,9,500,462,0
360000,1,3,2,49,-2,-2,-2,-2,-2,348,7963,198840,390,390,8047,200222,1044,390,390,0
1.00E+05,1,1,2,32,-1,-1,-1,-1,2,671,671,671,1642,821,671,671,1642,0,671,1
140000,2,3,1,42,2,2,2,2,2,47556,48802,47722,50411,49473,2300,0,3800,0,2000,0
170000,2,2,1,33,0,0,0,0,0,172382,173101,171158,121399,118539,6558,6316,3828,3569,3959,0
50000,2,2,1,33,-1,0,0,0,0,25658,26539,27507,28299,12012,1700,2080,3000,1000,1000,0
50000,1,3,1,46,0,0,0,0,0,49083,27822,28702,29119,29240,1463,1733,1150,1480,1200,0
120000,1,2,1,47,-1,-1,-1,0,0,2486,151,2853,2896,1149,260,5753,1153,3,1759,1
170000,2,2,2,38,0,0,0,0,2,86401,88991,91571,94045,97965,3991,4071,4000,5600,5000,0
380000,1,2,1,43,-1,0,0,0,0,195221,188328,192624,149860,59256,8000,8263,7127,4000,3000,0
4.00E+05,2,3,1,37,0,0,0,0,0,76917,79075,81864,83747,85487,4000,4000,3000,3000,4000,0
50000,2,1,2,30,0,0,0,0,0,30145,26212,17354,18157,18952,5000,2000,1000,1000,1000,0
440000,2,2,1,42,1,-2,-2,-2,-2,22597,7288,5683,-20,-20,7324,5683,20,0,9901,0
30000,2,2,1,24,2,2,2,2,2,150,150,150,150,150,0,0,0,0,150,0
470000,1,1,1,39,-1,-1,-1,-1,-1,5572,3595,22816,2360,4206,3595,22816,2360,4356,5527,0
180000,2,3,1,40,-1,-1,-2,-1,-1,1903,0,0,3155,1173,0,0,3155,1173,1021,0
110000,1,3,2,32,0,-1,-1,-2,-2,34000,223,0,0,0,223,0,0,0,0,1
3.00E+05,1,1,2,25,0,0,0,0,0,76918,41773,31180,19507,18169,4103,1427,600,1200,2500,0
120000,2,1,2,31,-1,-1,-1,-1,-1,325,325,325,325,325,325,325,325,325,1866,0
220000,1,1,2,33,-2,-2,-2,-2,-1,3233,2106,666,1064,707,2108,1332,1064,707,9325,0
50000,1,1,2,27,0,0,0,0,-1,50459,36307,27713,3807,2746,1600,3071,500,2800,900,0
1.00E+05,1,2,1,43,1,-2,-2,-2,-1,0,0,0,0,551,0,0,0,551,0,0
170000,2,1,2,30,-2,-2,-2,-2,-2,3733,1958,5956,1836,3959,1958,5956,1842,3959,1285,0
360000,2,1,2,37,-1,-1,-1,-1,-1,3355,5865,3300,6290,8220,5865,3300,6290,8220,28410,0
180000,2,2,2,43,0,0,0,-2,-2,4819,5240,999,495,1776,1010,1003,496,1781,81032,0
120000,1,2,2,27,0,0,0,0,0,33474,29029,26523,20554,19348,1789,2037,659,802,640,0
210000,1,3,2,32,-2,-1,-1,-1,-1,1649,1000,0,1761,675,1000,0,1761,675,752,0
60000,1,2,1,56,0,0,0,0,0,28842,30371,31556,32345,33663,2000,2000,1315,2000,2000,1
130000,1,2,1,40,0,0,0,0,0,20733,14261,22242,18265,21546,7261,12272,10265,11546,12411,0
50000,2,3,1,36,0,-1,0,0,0,3781,1710,25967,17227,15714,1710,25000,754,600,800,0
50000,2,3,1,52,1,2,0,0,2,30505,29731,31062,33231,33736,0,1831,3000,1182,0,1
1.00E+05,2,1,1,33,-1,-1,-2,-2,-2,3976,0,0,0,0,0,0,0,0,0,1
150000,2,3,1,43,0,0,0,0,0,90606,93496,94196,91550,89586,4348,3229,3150,3348,3244,0
240000,1,2,1,38,2,-1,-1,0,0,6848,836,2508,1672,836,836,2508,0,0,563,1
120000,1,2,3,38,-2,-2,-2,-2,-2,7787,3495,1706,-4,-4,3505,1711,0,0,0,0
80000,2,2,1,32,-1,-1,-1,-1,-1,199,199,199,199,0,199,199,199,0,22109,1
210000,2,2,1,27,2,2,0,0,0,174134,167095,161573,122362,116243,16,6800,3800,5134,4000,1
80000,2,2,2,37,-1,2,-1,0,0,1118,1102,10512,19529,27167,0,10512,9529,8167,5000,0
50000,2,2,1,38,0,0,2,0,0,20838,23204,22538,22864,23495,3000,0,1000,1000,1000,1
50000,2,2,3,52,0,0,0,0,0,50671,50525,38240,18443,20065,1844,1292,804,5717,823,0
330000,2,1,2,34,-1,-1,-1,-1,-1,1406,1467,2599,17064,70464,1488,2599,17064,70464,0,0
230000,1,3,2,28,0,-1,-1,-1,-1,152966,65722,11666,18844,34983,65722,20000,18844,34983,408,0
30000,1,3,1,44,4,3,2,2,-2,7221,6962,6700,0,0,0,0,0,0,0,1
50000,1,1,1,41,2,0,0,0,0,39159,40194,41209,42125,43443,1669,1684,1600,2000,1753,1
220000,1,1,2,37,2,2,0,0,0,185955,181587,186054,188465,192758,0,9000,7000,7500,7100,0
270000,2,1,2,27,0,0,0,0,0,11306,11263,13021,4144,2291,1500,2000,2000,1000,37500,0
160000,1,1,1,44,0,0,0,0,0,156400,157923,158746,153208,154163,7200,8000,5510,5800,6000,0
10000,2,2,1,24,1,2,2,2,2,3892,3686,5064,4837,5208,0,1600,0,600,500,0
20000,1,2,2,25,0,0,0,0,0,15006,16166,17160,16760,16760,1406,1400,0,0,0,0
30000,1,3,2,25,2,2,2,0,0,22440,24168,23481,23950,25659,2390,0,859,2097,0,1
210000,2,2,2,32,0,0,0,2,0,85965,88586,94412,92195,92491,4000,7500,0,3000,5000,0
250000,2,2,1,50,0,0,2,0,0,116256,122392,118668,95735,96509,11500,0,3543,3700,3547,0
50000,1,2,2,28,0,0,0,0,0,23244,24364,25454,26030,26609,1500,1500,1000,1000,1500,0
180000,2,1,2,28,-2,-2,-2,-2,-2,584,1133,572,803,916,1133,572,803,916,1189,0
2.00E+05,1,1,2,35,-1,-1,-1,-1,-1,7429,24325,40258,15103,14079,24325,40265,15159,14079,20878,0
350000,1,1,1,38,-2,-2,-1,0,0,16459,4120,44164,35233,884,941,44743,0,884,9924,1
20000,1,1,2,22,0,0,0,0,0,18093,18543,18911,19000,19397,1300,1611,700,704,867,0
30000,1,3,2,36,0,0,0,-2,-2,30328,29999,0,0,0,1768,0,0,0,0,1
20000,1,1,1,34,2,0,0,2,2,6099,7559,8989,8436,12016,2000,2000,0,4000,0,0
140000,2,3,2,59,2,0,0,0,0,62042,63445,63729,63751,65421,3000,2000,2000,2000,3000,1
30000,1,3,1,44,2,2,2,0,0,18659,22544,21889,22721,23401,4500,0,1500,1200,2000,1
180000,2,1,2,30,0,0,-1,0,0,15743,9814,9161,8252,0,1205,9402,0,0,0,0
20000,2,2,2,25,0,0,0,0,0,8011,9041,10903,11622,13280,1320,2181,900,2000,0,0
1.00E+05,2,3,1,36,2,2,2,2,2,53530,55081,55581,59253,61145,3000,2000,4600,3000,2200,1
1.00E+05,2,3,1,36,0,0,2,0,0,101972,115335,112016,112906,120101,16608,0,4233,9200,21000,1
20000,1,2,1,45,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0
350000,1,1,1,31,0,0,0,2,0,18685,21057,23291,22812,27418,3000,3000,0,5000,5000,1
80000,2,2,1,32,0,0,0,0,0,80237,69568,64469,54020,55852,3000,2500,2000,3000,2000,0
120000,2,3,1,49,0,0,0,0,0,44244,44075,44823,44683,45537,2000,3000,2000,3000,7000,0
210000,2,2,2,30,-1,0,0,0,0,1654,33257,34395,35321,36249,32000,2000,1500,1500,1400,0
120000,1,1,1,37,-1,-1,-1,-1,-1,32050,3872,52150,2740,4626,3872,52150,2740,4626,802,0
20000,1,2,2,22,0,0,2,0,0,8134,9992,10526,11049,11865,2000,1000,1000,1000,1000,0
2.00E+05,1,3,2,25,-2,-2,-2,-2,-1,848,753,547,-2,2040,753,547,2,2042,0,0
50000,2,2,2,54,-1,4,3,2,3,1126,1113,1092,1415,1115,0,0,323,0,0,0
170000,1,2,1,37,-2,-2,-2,-2,-2,5635,6321,102108,2120,2873,6321,102108,2120,2873,0,0
450000,1,1,1,37,1,-1,-1,-2,-2,0,245,0,0,0,245,0,0,0,0,0
3.00E+05,1,1,2,34,-1,-1,-1,-1,-1,396,396,396,0,792,396,396,0,792,68095,0
3.00E+05,1,1,2,36,0,0,0,0,0,295433,301521,308038,306154,295664,13000,13116,11000,11000,12000,0
280000,1,2,1,37,-2,-1,-1,-2,-2,2035,11009,9360,7480,4402,11009,9370,7486,4402,3646,0
170000,1,1,2,39,0,0,0,0,0,171160,187853,171095,137986,141319,13000,6154,15000,6000,7000,0
60000,1,1,1,38,2,0,0,0,2,30013,31226,32396,34657,35456,2000,2000,2800,1500,0,1
50000,1,2,2,29,0,0,0,0,0,23469,23110,22792,20861,19116,1437,1236,649,831,568,0
380000,1,2,1,38,-2,-2,-2,-1,-1,0,0,990,2086,0,0,990,2086,0,4069,0
70000,2,1,1,40,2,0,0,2,2,45251,42685,45674,44639,47624,1800,3700,0,3707,1900,1
430000,1,1,1,48,-2,-2,-2,-2,-2,4469,52213,46935,0,46987,52226,46935,0,46987,882,0
180000,1,1,1,38,-1,-1,-1,-1,-1,326,326,326,326,326,326,326,326,326,326,0
330000,2,2,1,41,1,2,2,2,2,289884,283863,301265,306752,313710,0,22200,12000,12000,978,0
250000,2,1,2,26,-1,-1,-2,-2,-1,7374,0,0,0,2546,0,0,0,2546,0,0
480000,2,1,1,38,0,0,0,0,0,384150,392013,361178,305024,289379,15000,16000,12008,11000,11000,0
210000,1,2,2,37,-1,-1,-1,2,-1,1890,3037,2429,823,1089,3037,1200,0,1089,1201,0
160000,1,2,2,26,0,0,0,0,-1,25060,24306,17671,22121,40835,8026,7804,7730,67296,1340,0
390000,1,5,2,29,1,2,0,0,0,407399,397464,395333,367400,304990,0,14414,14411,76000,15000,0
280000,1,1,1,44,1,-2,-2,-2,-2,-136,-496,-856,-1216,-1576,360,360,360,317,6252,0
50000,1,2,1,33,-2,-2,-2,-2,-2,390,390,0,780,0,390,0,780,0,0,0
350000,1,1,1,60,1,-1,-1,-1,-2,0,1150,4576,0,0,1150,4576,0,0,1206,1
230000,2,1,2,40,-2,-2,-2,-2,-2,360,0,0,0,0,0,0,0,0,0,0
2.00E+05,1,3,0,36,-2,-2,-2,-2,-2,5644,82620,14129,41359,9140,89187,14178,41359,9140,0,0
30000,1,2,2,47,0,0,0,0,0,29596,29625,29523,29494,29464,1600,1500,1500,1500,2000,0
50000,1,2,1,37,-1,-1,-1,-1,-1,4719,22449,6640,5410,9570,22530,6640,5410,9570,1500,0
180000,1,1,2,26,0,0,0,-1,-1,24464,25332,11991,4394,200,1573,3007,4394,200,200,0
150000,2,3,1,45,0,0,0,0,0,141415,144592,147635,129507,132219,5457,5661,4636,4800,4850,1
70000,1,1,2,27,0,0,0,0,0,39449,39742,40618,28782,30281,2100,2000,1200,2590,0,0
150000,1,2,2,26,0,0,0,0,0,10111,9847,10870,12189,12836,1158,1181,1500,836,1200,0
50000,1,3,2,25,1,2,2,0,0,43685,44694,43673,44659,49512,2000,0,2000,6000,300,0
430000,2,2,1,42,0,0,0,0,0,89395,90052,90604,91200,92134,3243,3200,3185,3500,3500,0
70000,1,1,2,25,-1,2,2,2,2,3635,4529,4308,4859,4638,1100,0,624,0,500,1
20000,1,3,2,36,1,-1,-1,-1,-1,0,832,0,832,1486,832,0,832,1486,0,0
310000,2,1,1,33,-2,-2,-2,-2,-2,115,894,0,0,0,894,0,0,0,0,1
160000,2,2,1,23,0,0,0,0,0,96814,69870,68984,55559,44705,10008,20014,1894,6425,2204,0
30000,1,3,2,38,1,2,0,0,0,30771,29975,27541,27785,28839,0,2000,1000,1500,1052,0
480000,2,3,1,39,-2,-2,-1,-1,-1,51303,74639,67306,19895,23650,73428,20496,34,23682,29,0
180000,2,1,2,28,0,0,0,2,0,99307,104403,110366,101550,98615,6700,10605,0,4751,1754,1
210000,1,2,1,40,-1,-1,0,0,0,5130,15266,11423,9329,12329,15266,2500,1200,3000,1077,0
360000,1,1,2,30,-1,-1,-1,-1,-1,312,312,312,312,251,313,313,313,252,1,1
180000,1,3,2,31,2,2,0,0,0,36864,35587,35989,36013,36164,0,1800,1230,1200,1350,0
2.00E+05,2,1,2,29,1,2,0,0,2,16198,14320,15439,14757,14275,0,5000,1000,0,2000,0
50000,1,3,2,22,0,0,-1,0,0,48423,44450,956,976,1976,2150,956,20,1000,1000,1
240000,1,2,1,48,0,-1,-1,-2,-1,3972,783,0,0,3853,783,0,0,3853,29252,1
180000,2,1,2,29,0,0,0,0,0,35619,22745,12200,9531,10131,1745,1200,1531,3500,0,0
80000,2,3,1,33,-1,-1,0,-1,-1,325,107,1107,1338,0,107,1000,1338,0,0,0
50000,2,3,1,32,0,0,0,0,0,42740,44744,47539,17360,17928,3000,4000,1000,1000,2000,0
280000,2,2,1,36,0,0,0,0,0,101803,100836,96333,97475,100652,5005,7066,10000,5000,1823,0
70000,2,1,2,29,0,0,0,0,0,43462,41845,40476,43687,43858,3000,3000,7000,10000,15000,0
4.00E+05,1,1,2,36,-1,-1,-1,-1,-1,6233,11152,-1,376,0,11219,0,377,0,0,0
210000,2,3,1,45,-1,-1,-1,-1,-1,430,430,430,430,430,430,430,430,430,430,0
80000,1,3,2,33,0,0,0,0,0,55424,56598,57724,58892,61991,2068,2081,2113,5000,2264,0
30000,2,2,2,24,2,2,7,7,7,300,300,300,300,300,0,0,0,0,0,0
310000,1,2,2,29,2,2,2,-1,2,400,400,400,20334,19050,0,0,20334,0,21573,0
360000,2,3,2,27,1,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0
2.00E+05,1,2,2,28,-1,0,0,0,-1,29804,30892,25355,21666,15404,20044,10198,15083,15450,11593,0
50000,1,2,1,33,0,0,0,0,0,50431,45619,33610,19221,18925,1823,1500,1000,1000,1000,0
320000,2,2,1,41,0,0,0,0,0,49846,53811,38717,35409,35036,5000,2000,2000,3000,3000,0
60000,1,2,2,27,0,0,0,2,2,23439,26042,29182,29906,29292,3300,3900,1500,0,1074,0
230000,2,1,2,30,2,2,2,2,2,216409,221419,224753,228022,232724,10000,8500,8500,8500,32000,0
150000,2,1,1,44,-1,-1,-1,-2,-2,1843,1367,0,0,0,1367,0,0,0,0,1
360000,2,1,1,39,-1,-1,-1,-1,-1,165,853,165,300,0,853,165,300,0,1790,0
50000,1,1,2,34,0,0,0,0,0,20613,28018,22744,18484,16378,10000,10000,1500,3000,2803,0
280000,2,1,1,37,-1,-1,-1,-1,-1,3915,6686,3719,11013,21011,6691,85,11045,21012,29460,0
50000,2,3,1,50,0,0,0,0,0,38499,39216,15554,8704,8904,1743,1021,200,200,100,0
5.00E+05,1,1,1,32,0,0,0,0,0,15491,22984,20700,19805,23802,12992,2009,5000,5000,2000,0
4.00E+05,2,3,1,41,0,0,0,0,0,18487,12366,13010,12620,17945,2620,1000,0,13945,7116,1
280000,1,2,2,28,-2,-2,-2,-2,-2,1799,1768,1848,-8,1601,1782,1857,0,1609,3,0
360000,2,2,2,41,0,0,0,0,0,158277,203726,293675,196475,2475,50000,1.00E+05,0,0,0,0
260000,2,1,2,29,1,-1,0,-1,-1,15502,16832,16832,16332,16332,18000,16666,16666,16666,0,1
330000,1,1,1,42,0,0,0,0,0,241191,114291,113296,35048,36491,10000,5449,5000,2000,2000,0
350000,2,2,1,33,-2,-2,-1,0,0,-7438,144562,147437,135043,137980,152000,6000,5000,4000,4017,0
5.00E+05,2,2,1,39,-1,-1,-1,-1,-1,36550,18752,22376,39018,4233,18795,22398,39041,4233,397,0
440000,2,1,1,35,0,0,0,0,0,128808,133340,133075,109705,111202,10000,5000,5000,7126,10000,0
260000,1,2,2,28,0,0,0,0,0,234867,237497,215343,205576,207688,10500,9150,7500,8000,7500,0
5.00E+05,1,3,1,48,0,0,0,0,2,36875,26031,32389,32830,17191,1192,32382,2011,0,72198,0
1.00E+05,1,2,1,35,0,0,0,0,0,81415,80759,79755,81209,60720,4000,3000,3004,2278,15000,0
70000,1,3,1,47,0,0,0,0,0,67670,62529,59024,26008,28210,2730,2490,1000,5746,2000,0
440000,1,1,2,43,0,0,0,0,0,58108,51013,48337,49532,53714,2400,3000,2000,5000,4000,0
220000,2,1,1,44,-1,0,0,0,0,208858,212640,216062,209288,202578,7611,7484,7109,6969,6661,0
160000,2,1,1,32,-1,-1,-1,-1,-1,3189,3203,3421,2750,2750,3248,3421,2750,2750,5224,0
2.00E+05,1,2,1,46,-1,2,-1,-1,2,7340,5980,4486,9790,4944,0,4486,10000,0,4696,0
30000,2,2,2,25,0,0,0,0,0,24458,29022,28230,22204,21954,5000,1518,529,535,750,0
110000,2,1,2,27,0,0,0,0,0,113461,112026,111792,111936,112030,4251,4218,4167,4238,4181,0
60000,2,2,1,43,0,0,0,0,0,57033,58994,59732,36914,37684,2880,2473,1322,1366,1554,0
260000,1,1,2,28,-1,-1,-1,-1,-1,76996,11515,13392,22209,54807,11515,13419,22209,54807,62534,0
110000,1,2,1,36,0,0,0,0,0,109361,102505,103834,76491,77245,3940,3256,2696,2780,2900,0
260000,1,3,1,44,0,0,0,0,0,257987,260104,253488,145630,148720,7100,135546,4500,4590,4501,0
280000,2,1,2,32,0,0,0,0,0,157480,155362,156387,159584,163009,6400,6100,5600,5805,7007,0
210000,1,1,2,30,-1,-1,-1,0,-1,462,562,1864,932,932,1032,2234,0,932,1014,0
80000,2,2,1,37,0,-1,0,0,0,5744,33115,34131,34809,35539,33115,1568,1246,1291,1324,0
2.00E+05,2,1,2,37,0,0,0,0,0,75360,57589,54711,44396,25948,2050,15000,6003,845,290,0
1.00E+05,2,2,2,33,2,2,0,0,0,74763,73010,74198,74964,76655,0,3000,2000,2000,2000,0
210000,1,2,1,42,-1,-1,-1,-1,-1,9377,9534,9850,9905,8540,9540,9856,9905,8540,8785,0
140000,2,2,2,35,1,2,0,0,0,148305,141907,141940,113028,112667,0,7000,3923,4000,4100,0
180000,1,1,2,29,0,0,0,0,2,93962,95955,98354,105327,107500,3500,4000,8600,4000,0,0
240000,2,2,2,34,0,0,0,0,0,122810,114408,97395,83314,73292,10066,7255,3035,3030,3018,0
150000,2,1,2,24,-1,-1,-1,0,0,4857,1729,49200,50000,0,1733,49200,1000,0,50000,0
80000,1,2,1,54,0,0,0,0,0,105365,108702,108486,94119,18809,5030,2698,2172,376,40619,1
210000,2,2,1,37,0,0,-2,-2,-2,22908,32513,6192,2885,8419,32513,9,8,8444,3118,1
180000,2,1,2,28,0,0,0,0,0,12595,18704,24410,29184,7325,7000,7000,7000,5000,326,0
1.00E+05,2,1,2,26,0,0,0,0,0,96353,99710,102093,97701,99322,4900,5000,4000,3800,3710,0
20000,1,1,2,28,0,0,0,0,0,17359,16828,17723,18733,12249,2700,4150,1500,577,8000,0
140000,1,2,2,34,0,0,0,0,0,128312,119084,62922,60196,58935,5000,2200,2300,2300,2100,0
2.00E+05,1,3,2,40,-2,-2,-2,-2,-2,390,1799,390,390,418,1799,390,390,418,1604,0
80000,1,2,2,25,0,0,0,0,0,77142,45209,46410,43053,44387,2000,2000,2000,2000,2000,0
20000,2,2,2,49,1,2,2,2,0,18718,18132,19530,18950,16510,0,3000,0,1000,3000,1
80000,2,2,2,24,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0
170000,2,1,1,41,0,0,0,0,0,165602,138507,136176,61000,59477,80000,4742,2022,2076,1776,0
70000,2,2,1,41,2,2,2,2,2,50241,51145,50022,53390,54579,2000,0,4200,2200,2200,1
90000,2,3,1,40,-1,-1,-1,-1,-1,3569,7319,7608,1720,45000,7385,7608,1720,45000,15000,0
30000,1,2,2,30,0,0,0,0,0,22221,23248,24260,24743,25261,1391,1403,886,917,922,0
50000,1,1,2,25,-1,-1,-1,-1,-1,2543,14335,566,5243,0,14439,566,5243,0,0,0
50000,2,2,2,21,-1,-1,-1,-1,-1,390,1499,780,797,1166,1499,780,797,1166,0,1
260000,2,1,2,39,0,0,0,0,0,231024,208119,213219,202106,208890,10000,10000,8000,10000,10000,0
360000,2,1,1,33,-1,-1,-1,-1,-1,50067,17607,41262,8882,17348,17607,41285,8882,17348,29216,0
5.00E+05,2,3,2,52,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,1
160000,1,3,1,46,2,2,0,0,0,168501,160421,157661,73322,57835,0,6322,2275,2343,3069,0
460000,2,1,2,39,0,0,0,0,0,89095,93634,111899,199682,177073,6000,20000,90000,9000,10000,0
20000,2,2,2,26,2,0,0,0,0,19366,19297,20023,19625,15188,1800,1500,500,500,0,1
360000,1,2,2,25,1,-1,2,0,-1,0,1647,1488,490,1697,1647,5,2,1705,792,0
3.00E+05,2,1,1,38,-1,-1,-1,-2,-2,1008,228,0,0,0,228,0,0,888,0,0
70000,2,2,1,28,1,3,2,2,2,29836,30856,30658,31850,31207,1800,600,2000,0,1500,1
50000,2,1,2,26,0,0,0,0,0,26808,44361,32088,20100,15117,30040,2037,592,5003,5012,0
150000,2,3,1,51,0,0,0,0,0,113647,117322,119935,124913,128108,5001,4000,6006,5000,5008,0
390000,1,2,1,42,-1,-1,-1,-1,-1,1565,1733,2472,2626,989,1733,2492,2637,992,4667,0
280000,1,1,2,37,0,0,0,0,0,251486,245307,218043,196016,195307,9352,8077,7171,8014,6235,0
50000,2,3,1,28,0,0,-1,-1,-1,3377,4256,4207,694,238,1000,4207,694,238,0,0
280000,2,1,2,38,1,-2,-1,-1,-1,0,0,3898,1460,18901,0,3898,1460,18901,0,1
50000,2,2,1,41,1,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0
50000,1,1,2,32,0,0,0,2,0,13185,5070,6815,6068,7798,1255,2000,0,2000,1000,0
150000,2,1,2,28,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0
120000,2,1,2,31,1,-1,-1,0,-1,0,1730,2457,2192,2655,1730,2459,0,2655,0,1
360000,2,2,3,37,0,0,0,-1,-1,10764,8874,3501,328,0,1052,1002,328,0,770,0
20000,1,2,2,33,-1,0,0,0,0,3010,1603,19980,19983,20066,1272,19288,681,917,1000,0
50000,2,3,1,46,0,0,0,0,-2,48797,49115,47991,0,0,2000,1018,0,0,0,0
20000,2,1,2,23,1,2,2,2,0,10407,10096,11926,11440,12596,0,2000,0,1500,1300,1
90000,1,2,1,35,0,0,0,0,0,90467,88834,89791,53096,52340,4000,5000,3100,1700,1421,1
230000,1,2,1,35,0,0,0,0,0,176853,180639,180117,179717,124117,10000,5000,0,5000,189600,0
20000,1,2,2,22,-1,2,0,0,0,17990,17413,18608,19138,20690,0,1502,822,2000,0,0
1.00E+05,2,2,2,23,-2,-2,-2,-2,-2,45756,9187,5408,12920,9656,9187,5408,12920,9656,4737,0
270000,1,2,2,26,0,0,0,0,0,214277,199757,198551,201945,203636,10000,7500,8000,7409,7869,0
160000,1,2,2,28,-1,-1,-1,-1,-1,1390,550,550,550,550,550,550,550,550,550,0
80000,2,2,2,29,0,0,0,0,0,46724,35074,32812,25930,26414,2000,2000,1100,1000,1100,0
10000,1,1,2,24,2,0,0,0,0,7554,8287,9580,9267,10096,1500,2000,700,1500,0,1
5.00E+05,2,2,1,27,-2,-2,-2,-2,-2,11354,9983,13570,10000,10000,9983,13587,10000,10000,10000,0
90000,2,1,1,43,-1,-1,2,-1,-1,16139,7199,4367,7660,21175,4367,9,7660,21175,4009,0
150000,2,3,1,59,-2,-2,-2,-2,-2,11067,12367,10557,9974,11507,12405,10557,9974,11507,1926,0
50000,1,3,1,49,0,-1,-1,-1,0,2522,1173,-88,2912,390,1173,0,3000,0,0,0
260000,1,3,1,48,0,0,0,0,-1,200716,203751,205530,-170000,171696,8812,9158,0,497000,10000,0
50000,2,2,2,22,-2,-1,0,0,0,836,10214,10057,9221,8808,10214,2000,0,423,3861,0
30000,1,1,2,28,-1,2,2,0,0,1190,2107,1098,1098,1248,1098,0,0,982,150,1
70000,1,2,2,26,2,2,2,2,0,46599,45578,48505,47427,48447,0,4000,0,2000,1700,0
360000,1,1,1,52,1,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,1
430000,2,1,2,39,-2,-1,-1,-1,-1,673,4549,7566,987,4870,4576,7642,990,4889,981,0
50000,2,2,2,23,-1,0,0,0,0,1291,2075,2895,2698,2500,1100,1181,300,300,300,0
150000,2,5,2,26,0,0,2,0,0,22683,24349,2130,2130,32,2219,0,0,0,0,0
70000,2,2,2,23,1,2,0,0,2,17461,16892,18013,19315,19859,0,1400,1600,1000,0,1
150000,2,1,2,25,0,0,0,0,0,42437,35082,19538,13277,3200,2265,2538,277,200,0,0
110000,1,3,1,38,0,0,0,0,0,14084,11129,9316,7681,8897,2500,2500,1000,1500,3000,0
20000,2,1,2,38,-1,0,0,3,2,3527,4556,5867,5495,5126,1241,1700,0,0,1000,1
20000,1,3,2,39,0,0,0,0,2,7824,9000,9867,11929,12091,1307,1174,2236,500,500,0
50000,1,1,2,31,-2,-2,-2,-2,-2,11479,12002,3508,339,1655,12002,3508,339,1655,679,0
10000,1,1,2,33,0,0,0,0,0,8417,6281,8567,10046,10063,1700,4700,2502,1500,3000,0
20000,1,2,2,24,0,0,2,0,0,15703,19775,19096,19612,20164,4663,0,1000,1000,5000,0
180000,1,2,2,34,1,-2,-2,-2,-2,149172,100466,98458,89384,88315,4600,4207,3500,4000,5000,1
60000,2,2,1,26,0,0,2,0,0,60597,61332,58787,58472,57777,5504,0,2304,2261,4600,1
20000,1,1,1,30,1,2,2,2,2,6885,8627,8340,10044,9739,2000,0,1855,0,1000,1
70000,2,1,2,25,0,0,0,0,0,71106,67954,68976,49145,49688,3292,3290,1706,1759,1729,0
60000,2,2,1,38,0,0,0,0,0,48399,48241,36162,36560,40855,1764,1400,5000,5000,885,0
2.00E+05,1,1,2,28,-2,-2,-2,-2,-2,3330,2665,115323,21547,4056,2686,115916,21722,4076,3196,0
2.00E+05,1,1,2,34,1,-2,-1,0,0,-1730,-1730,1111,1111,-29,0,3000,0,0,0,1
3.00E+05,2,1,1,37,-1,-1,0,-1,-1,3144,5688,2297,3115,3172,5734,2018,3138,3187,1597,0
390000,1,1,2,34,-1,-1,-1,-1,-1,13006,522,1790,7957,3044,524,1790,7957,3044,27603,0
80000,2,2,1,23,0,0,0,0,0,72364,64105,45867,29713,30270,2756,1366,1000,1023,1093,0
1.00E+05,2,1,2,25,-1,-1,-1,-1,0,12660,5000,0,6272,10135,5000,0,6272,4000,2000,0
230000,1,3,2,30,1,2,2,3,2,213894,218966,238075,233210,233833,10040,28341,0,6508,187,0
40000,2,3,1,49,1,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,150,0
180000,2,2,1,25,0,0,0,0,0,33322,29500,28418,16084,14210,1900,1864,600,600,711,0
420000,1,2,2,28,0,0,0,0,0,22872,23309,24612,25400,26333,1700,2000,1500,1500,2000,0
20000,1,2,1,59,0,0,-1,-1,-1,2946,0,1473,240,390,0,1473,240,540,1320,0
340000,2,2,1,31,-1,0,0,0,0,33639,37373,40990,42415,38367,5000,5000,3000,2000,2000,0
20000,2,1,2,25,2,2,2,2,2,9317,18576,18219,17095,19748,10000,800,0,3500,0,1
320000,1,3,2,52,0,0,0,0,0,31858,33562,35119,36886,38756,5000,5000,5000,5000,5000,0
