LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,default.payment.next.month
50000,2,2,2,38,-1,-1,-1,-1,-1,390,390,390,390,390,390,390,390,390,390,0
360000,2,2,1,45,0,0,0,0,0,222505,199464,182886,109556,111286,8000,7565,4100,4027,3445,0
5.00E+05,2,1,1,32,-1,-1,-1,-1,0,93174,45860,28362,41489,44158,45979,28435,41503,31748,25449,0
220000,2,1,1,31,0,0,0,0,0,218796,178554,126132,120827,119823,5539,7449,3005,2400,21577,0
220000,2,2,2,37,-2,-2,-2,-2,-2,2662,1918,4626,5602,769,1918,4626,5602,769,5595,0
80000,2,2,1,45,0,0,0,0,0,77995,79552,81392,80966,79295,2855,3130,3107,2847,3134,0
2.00E+05,2,2,2,38,-2,-2,-2,-2,-2,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,0
1.00E+05,2,1,2,38,2,2,2,2,2,37566,37160,39750,40298,40835,500,3500,1500,1500,1500,1
260000,2,1,1,32,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,1150,1
3.00E+05,2,5,2,37,-2,-2,-1,-1,0,-1244,3751,54478,10424,13762,6425,54478,10424,3762,229,0
160000,2,3,1,44,-2,-2,-2,-2,-2,390,0,780,0,0,0,780,0,0,0,0
50000,2,2,2,35,0,0,-1,0,0,50521,50466,49821,43945,29669,1649,51869,1884,1023,1173,0
150000,2,3,2,38,0,0,-1,2,2,3060,0,530,530,1696,150,530,0,1166,0,0
70000,2,1,2,27,0,0,2,0,0,72227,68097,65636,66114,66142,6000,0,3000,2500,4100,0
80000,2,2,2,27,0,0,0,0,2,66203,67995,70489,74146,72375,3500,4200,5500,0,2500,0
1.00E+05,2,1,2,28,-2,-2,-2,-2,-2,-177,-207,1050,0,0,0,1257,0,0,0,0
150000,2,2,2,30,0,0,0,0,0,69955,59380,57431,52754,52430,1873,1897,1552,1649,2005,0
340000,2,2,3,35,-2,-2,-2,-2,-2,132,132,132,132,132,132,132,132,132,112847,0
210000,2,3,1,39,1,2,2,2,0,26624,25903,28719,27964,28364,0,3550,0,1164,1100,0
240000,2,1,2,28,-2,-2,-2,-2,-1,5623,181,1133,0,39344,181,1133,0,39344,1500,0
250000,2,1,2,35,-1,-1,0,0,0,964,69000,63462,45710,43537,69032,2138,1566,1582,1318,0
2.00E+05,2,1,1,38,-2,-2,-2,-2,-2,15099,6370,5991,7298,9225,6370,5991,7298,2105,10249,0
50000,2,1,1,36,0,0,0,2,0,47317,49212,49243,5112,48455,3000,5450,0,45554,2100,0
450000,2,1,2,35,-1,-1,-1,-1,-1,7256,812,17563,12483,26081,816,17651,12554,26212,23114,0
2.00E+05,2,1,1,38,0,0,0,0,0,13311,10781,9592,9585,8177,1711,1411,2531,5007,507,0
350000,2,2,1,47,0,0,0,0,0,97500,84202,82933,80501,79038,3010,2970,2886,2824,2925,1
2.00E+05,2,1,2,45,-1,-1,-1,-2,-2,2377,221,0,0,0,221,0,0,0,0,0
530000,2,2,1,44,0,0,0,0,0,562326,532374,537543,541019,468571,20010,25022,21003,18003,20000,1
60000,2,3,1,45,0,0,0,0,0,62396,36034,30534,28442,24544,1500,1500,1404,1100,1000,0
280000,2,1,2,30,-2,-2,-2,-2,-2,2946,3326,132,-20,-20,3326,150,0,0,700,0
210000,2,1,1,34,0,0,0,0,0,157907,201324,207222,209189,106090,50000,10646,8601,3601,3719,0
210000,2,1,2,34,1,2,2,-1,-1,3824,2045,0,322,150,0,0,322,150,546,1
420000,2,2,1,46,0,0,0,0,0,254275,249677,232028,233055,191518,10004,11020,10238,10022,7000,0
80000,2,2,2,45,-1,-1,-1,-1,0,2574,390,3889,780,390,390,3889,780,0,390,0
170000,2,1,1,31,0,0,-2,-2,-2,6832,0,0,0,0,0,0,0,0,0,0
80000,2,2,2,35,0,0,0,-1,-1,48725,53095,56858,4849,4849,10000,10000,4849,4849,4849,0
510000,2,2,1,38,0,0,0,0,0,95589,35224,37361,39437,40292,2000,2700,2700,1500,1500,0
110000,2,2,1,31,0,0,0,0,0,109814,110215,40084,41101,41834,4665,1670,1977,2000,2000,0
10000,2,2,2,31,0,0,0,-2,-2,10154,10400,0,0,0,1400,0,0,0,0,1
3.00E+05,2,1,2,32,-2,-2,-2,-2,-2,-3,-3,-3,329,0,0,0,332,0,0,0
60000,2,2,1,32,1,2,0,0,0,61291,57946,59534,60615,30592,0,3120,3050,1136,1200,1
2.00E+05,2,2,2,33,0,0,0,0,0,194283,196485,197597,152670,134645,7520,6700,5130,4800,9000,0
230000,2,2,1,35,-1,-1,-1,-1,-1,7035,2954,13375,-10,8808,2969,13441,0,8818,4,0
5.00E+05,2,1,2,45,-2,-2,-2,-2,-2,0,0,1742,27291,0,0,1742,27291,0,0,0
50000,2,2,2,47,2,2,2,2,2,43439,44769,43781,45021,28660,2341,0,2554,0,1800,1
280000,2,2,1,45,0,0,0,0,0,159633,149747,138933,128216,216598,7000,6500,6500,3994,4000,0
170000,2,2,1,31,0,0,0,0,0,102477,104499,106657,108804,109584,5210,5323,5402,4071,4215,0
60000,2,2,2,31,2,2,2,2,0,57880,56355,59327,35305,17655,0,4058,34,3000,40793,1
210000,2,1,2,32,1,-1,2,2,-1,0,92,4,0,45,92,0,0,45,23,1
70000,2,3,2,42,0,0,2,0,0,69362,71775,70050,70415,48405,6000,0,3000,1000,1500,1
3.00E+05,2,3,1,37,1,-2,-1,-1,0,43459,26115,26283,16624,6316,26137,26443,16624,6166,8078,0
330000,2,1,2,31,0,0,0,0,0,37426,40497,63646,39894,39860,5000,3300,3195,3000,1120,0
2.00E+05,2,2,2,49,0,0,0,0,0,80528,83190,85944,87539,90231,4000,5000,4000,4000,5000,0
170000,2,5,1,33,0,0,0,0,0,143805,143737,129898,124370,112589,10000,6247,6375,4468,1000,0
20000,2,2,1,48,1,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,1
230000,2,2,1,45,-1,-1,-1,-1,-1,416,416,416,416,416,416,416,416,416,416,1
80000,2,2,1,27,0,0,0,0,0,80658,70963,73411,75331,55011,3800,3600,3200,2000,2100,0
320000,2,4,3,32,-1,-1,-1,-1,0,1145,4133,2488,21222,15115,4135,2488,21238,5000,15000,0
230000,2,2,1,35,0,0,0,0,0,160560,158782,150844,151623,148261,10012,10010,10000,7000,10000,0
80000,2,2,2,38,-1,-1,-1,0,0,390,390,3529,13207,13110,390,3529,10207,500,600,0
3.00E+05,2,3,1,32,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,1
1.00E+05,2,3,1,43,2,2,0,0,0,100304,97814,100337,100585,52041,0,5000,2623,2500,32000,1
370000,2,2,1,47,-2,-2,-2,-2,-2,1289,2408,395,12074,744,2432,397,12133,747,4060,0
2.00E+05,2,2,2,37,-1,-1,-1,-1,0,4037,3913,6336,5361,4950,3913,6336,5361,3000,2502,0
130000,2,1,2,30,-1,-1,-1,-1,-1,5002,2437,2448,5457,3855,2437,2774,5457,3855,4684,0
50000,2,2,1,42,0,0,0,0,0,38516,28604,28089,27864,27173,1754,1500,1500,1000,1100,0
3.00E+05,2,2,2,35,0,0,0,0,0,86574,86821,88072,76722,69922,3219,3417,1926,1545,797,0
5.00E+05,2,1,1,44,0,0,0,0,0,111937,104203,96617,97437,185322,4000,4009,17446,1.00E+05,10000,0
140000,2,2,1,37,-1,-1,-1,-1,-1,326,326,326,1516,326,326,326,1516,326,1439,1
20000,2,2,1,44,0,0,0,0,0,16231,14791,14453,15320,11796,1600,1300,1156,387,354,0
270000,2,1,1,44,-2,-2,-2,-2,-2,-1404,73596,49800,1514,41072,75000,49800,1514,41072,23500,0
150000,2,2,1,35,0,0,0,0,0,216793,198866,193870,188045,178892,4818,5024,4051,3788,3622,0
70000,2,1,1,45,1,1,-1,0,0,116630,-67526,71562,68709,28528,0,140043,1830,1021,1103,0
120000,2,1,1,46,0,0,0,0,0,28675,29392,30424,31437,32062,1500,1509,1522,1147,1188,0
20000,2,2,2,39,0,0,0,0,0,20885,20373,19391,20085,19938,2157,1660,1300,541,0,0
260000,2,1,1,34,0,0,0,0,0,136914,139380,140836,153026,156108,7000,5188,15000,7500,7000,0
160000,2,1,1,35,1,-2,-1,-1,-2,0,0,6371,0,0,0,6371,0,0,0,0
50000,2,2,1,45,0,0,0,0,0,48153,49073,12630,9215,9215,2000,2022,2000,0,1000,0
350000,2,2,1,39,1,-2,-2,-2,-2,0,0,0,0,590,0,0,0,590,0,0
510000,2,1,2,40,8,7,6,5,4,477094,469882,461402,452405,443657,0,0,0,0,0,1
250000,2,1,1,38,-1,-1,0,-1,-1,6352,6790,10418,7720,37543,6790,5418,7720,37604,0,0
80000,2,2,1,36,1,-2,-2,-2,-2,4233,14233,15854,10000,10000,14233,15854,10000,10000,10000,0
180000,2,2,2,33,-1,-1,-1,-1,-1,4160,7817,2358,18572,11560,7817,2358,18577,11560,4298,0
60000,2,2,3,39,1,1,-2,-2,-2,58574,-1540,-1930,-2320,-1220,0,0,0,2000,2000,1
170000,2,1,1,35,2,2,2,2,2,131909,133178,131711,139143,140987,4800,2000,11000,5500,5500,1
2.00E+05,2,1,1,39,-1,-1,-1,-1,-1,100239,81596,114770,70175,69180,81596,114770,70175,69180,44376,0
210000,2,1,1,31,-2,-2,-2,-2,-2,31808,9283,7846,38141,9461,9283,7846,38218,10000,33978,1
2.00E+05,2,1,2,47,-1,-1,-1,-1,-1,30177,2039,174406,133073,45373,2061,175000,133100,46000,1000,0
2.00E+05,2,2,2,34,2,2,2,2,2,71817,73376,71672,76004,74225,3300,0,6100,0,5300,1
2.00E+05,2,2,1,32,-1,0,0,0,0,11191,15940,20281,24540,24928,6002,5000,4552,3131,1539,0
240000,2,2,1,29,0,0,0,0,0,21909,15420,40861,34146,30937,2420,34000,2500,5937,5164,0
450000,2,2,2,34,-2,-2,-2,-2,-2,3752,513,0,4376,0,513,0,4376,0,0,0
80000,2,2,1,26,0,0,0,0,0,78872,80301,74349,75443,57735,2800,2800,2400,2100,2100,0
430000,2,2,2,33,0,0,0,0,0,191520,185187,173041,147383,135848,8266,7666,6590,4711,4746,0
30000,2,3,1,40,2,2,2,0,0,16457,19145,18547,18645,17847,3280,0,1511,609,500,1
290000,2,2,1,30,0,0,0,0,0,284054,283149,284434,275889,218834,10222,11019,9019,8010,8002,0
40000,2,2,2,37,1,2,2,2,2,7613,7343,15184,14643,18385,0,8000,0,4000,0,1
170000,2,3,1,37,0,0,0,0,0,155379,155990,46870,43584,34760,7000,1900,2014,2500,2000,0
130000,2,1,2,26,0,0,0,-1,0,13700,18670,21362,1469,7370,10008,6196,1470,6501,5784,0
360000,2,2,2,27,0,-1,-1,-1,-1,13102,5628,1480,2330,2286,5655,1480,2330,2550,3000,0
360000,2,3,1,30,1,-1,-1,-1,-1,-16,1621,458,0,282,1637,458,0,282,0,0
180000,2,3,1,45,-2,-2,-2,-2,-2,396,396,396,396,396,396,396,396,396,396,0
210000,2,2,2,28,0,0,0,0,2,26770,28001,31202,36968,32141,2000,5000,8000,0,5000,0
260000,2,2,2,35,-2,-2,-2,-2,-2,-7,-7,2493,2290,432,0,2507,2297,432,0,0
2.00E+05,2,2,1,33,1,-1,0,0,0,-7082,12270,29787,32040,7773,21179,20000,3000,1000,5000,0
340000,2,1,2,31,0,0,0,0,0,112119,119230,259489,328507,283758,25000,150000,90168,25001,10000,0
2.00E+05,2,1,1,37,-1,-1,-2,-2,-2,3135,0,0,0,0,0,0,0,0,0,0
360000,2,2,1,35,2,2,2,2,0,360996,370722,380523,372735,290210,16500,16500,6,10306,10876,1
90000,2,2,2,32,0,0,0,0,0,86076,87567,78646,79212,54659,3012,3100,3116,2000,2100,0
40000,2,3,1,34,0,0,0,0,0,32052,34697,36824,38764,36411,3500,3000,3000,3029,1000,0
5.00E+05,2,2,2,28,0,0,0,0,0,234957,215459,201715,141177,130352,8086,7412,4721,3854,3622,0
240000,2,2,1,36,0,0,0,0,0,232031,226221,222929,215858,210887,8193,9000,6600,6400,6382,0
440000,2,1,2,33,-1,-1,-1,-1,-1,304,301,850,10799,746,301,850,10819,746,600,0
50000,2,2,1,33,0,0,0,0,0,44052,32030,31041,26197,25739,2000,1451,3000,862,5000,0
180000,2,2,2,28,1,2,2,0,0,172850,182810,169529,153501,136920,14400,402,5166,5000,5030,1
30000,2,2,1,35,0,0,0,0,0,25485,26503,27486,25663,26979,1447,1430,1684,2000,892,0
60000,2,1,2,29,0,0,0,0,0,39553,40855,40870,39703,38600,1969,1668,1609,1506,2379,0
150000,2,3,1,29,0,0,0,0,0,8902,9231,9124,9356,8572,1200,1300,1000,1572,1000,0
80000,2,2,1,32,0,0,-2,-2,-2,5988,0,0,0,0,0,0,0,0,0,0
290000,2,1,1,34,-2,-2,-2,-2,-2,0,0,1100,6000,3533,0,1100,6000,3533,880,0
220000,2,2,1,40,0,0,-2,-1,0,21920,0,0,5752,8478,0,0,5752,3000,1000,0
50000,2,1,2,34,-1,-1,-1,-1,-1,1884,1077,4886,3682,3190,1077,5693,4255,3190,2451,0
80000,2,3,1,48,2,2,2,2,0,66321,63695,33283,22442,15553,0,6056,652,517,0,0
4.00E+05,2,1,2,37,1,-1,-1,-1,-1,6914,72574,42176,75513,57104,73036,42386,75865,57379,53787,0
150000,2,1,1,33,-2,-2,-2,-2,-2,-3,-3,-3,-3,-3,0,0,0,0,0,0
250000,2,1,2,34,2,0,0,0,0,212681,193296,194659,196481,196256,9917,7350,7231,6603,6797,0
120000,2,2,1,34,-1,-1,-2,-2,-2,1800,0,0,0,0,0,0,0,0,0,0
3.00E+05,2,1,2,28,-1,-1,-1,-1,0,16094,2259,0,12880,14895,2259,0,12880,2500,200,0
5.00E+05,2,2,2,39,0,0,0,0,0,24893,12569,7652,7187,10861,12260,7016,3007,5009,7028,0
240000,2,2,2,36,-1,-1,-2,-2,-2,1000,0,0,0,0,0,0,0,0,0,0
240000,2,2,2,29,0,0,0,0,0,17570,159228,150359,62242,0,150359,4199,1322,2480,0,0
30000,2,2,2,39,-2,-2,-2,-2,-2,2416,2226,2230,561,2230,2230,2238,561,2238,565,1
90000,2,1,2,29,-2,-2,-2,-2,-2,-240,-240,-240,-240,-240,0,0,0,0,0,0
60000,2,1,2,31,-1,0,-1,2,2,2631,3610,855,111,411,2000,900,0,300,0,1
60000,2,2,2,41,0,0,0,0,0,16194,17120,14232,14676,1976,1518,1556,1000,300,1000,0
230000,2,1,2,41,-1,-1,-1,-1,-1,177,0,376,47992,3099,0,376,48042,3099,0,0
290000,2,1,1,40,0,0,0,0,0,192432,192512,193999,157500,147150,8000,9008,6000,5000,5200,0
430000,2,1,2,42,-2,-2,-2,-2,-2,9777,75276,5999,38845,0,75276,6008,48845,0,1111,0
230000,2,2,1,39,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,1
140000,2,3,1,48,1,-2,-2,-2,-1,0,0,0,0,959,0,0,0,959,0,0
210000,2,2,2,30,0,0,0,0,0,215842,220042,214545,215635,163741,9500,9100,9900,6100,6100,0
390000,2,2,2,36,0,0,0,0,0,112528,102596,91761,76756,65520,3669,3277,3220,2236,2007,0
320000,2,1,1,35,-1,2,-1,-1,-1,6793,3659,232702,3529,14212,5,232702,3529,14212,1200,0
50000,2,2,1,44,2,2,2,0,0,26587,29730,28565,26601,26391,3600,0,1500,1000,1200,1
1.00E+05,2,1,2,30,0,0,-2,-1,0,41150,0,0,74550,75731,0,0,74550,3000,3000,0
260000,2,3,1,40,-2,-2,-2,-2,-2,-6,-6,1302,2752,1114,0,1308,2765,1119,2218,0
260000,2,1,1,30,1,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,36150,0
1.00E+05,2,1,2,30,0,0,0,0,0,77388,78502,81233,82990,84210,3000,4000,4000,3500,3287,0
340000,2,2,1,37,0,0,0,0,0,36006,12144,17164,15821,12317,5000,10326,5000,10000,5000,0
150000,2,2,1,36,0,0,0,0,0,113368,70001,45813,44309,27428,2354,2500,1200,2618,2013,0
360000,2,2,2,30,0,0,0,0,0,7410,6783,7672,8380,4581,1115,1161,1026,1523,3872,0
210000,2,2,1,34,-1,-1,-1,0,0,25650,1360,31793,32943,30019,1360,31793,1943,819,763,0
2.00E+05,2,1,1,33,2,-1,-1,-1,-1,1076,696,316,1076,316,696,316,1076,316,1226,0
310000,2,1,1,41,0,0,0,0,0,20876,21999,7426,6092,5074,2016,1200,1100,1000,300,0
260000,2,1,1,32,-2,-2,-2,-2,-2,1009,2403,1880,0,1000,2403,1880,0,1000,0,0
210000,2,2,2,41,-2,-2,-2,-2,-2,0,0,769,771,0,0,769,771,0,695,0
330000,2,2,2,39,-1,0,0,0,0,8872,15284,20467,25200,35000,8284,5467,5200,10000,0,0
430000,2,2,2,29,-2,-2,-2,-2,-2,2548,12020,2539,2250,0,12082,2539,2250,0,2580,0
450000,2,1,2,32,0,-1,-1,-1,0,46437,7875,0,1000,17446,7875,0,1000,16446,0,0
150000,2,2,1,32,-1,0,0,0,0,3000,187000,193500,196000,2.00E+05,184000,6500,4000,4000,0,0
410000,2,3,1,32,-2,-2,-2,-2,-1,388,388,388,388,110345,388,388,388,110345,8000,0
90000,2,2,1,48,0,0,0,0,0,43810,44504,46174,47193,48105,1723,2393,2090,2000,2000,0
280000,2,1,1,36,-1,0,-1,-1,-1,17951,18915,7926,17965,24432,6094,7966,18059,24554,18860,0
150000,2,1,1,45,-2,-2,-2,-2,-2,5423,4133,14279,5985,8333,4133,14296,5990,8342,8241,0
2.00E+05,2,1,1,42,-1,-1,-2,-1,-1,2374,0,0,5144,0,0,0,5144,0,931,0
150000,2,2,1,42,0,0,0,0,2,15878,10389,6067,4823,6208,1300,1040,1378,1560,128,0
140000,2,1,2,40,1,2,0,0,0,143478,135633,128285,123074,97382,0,6601,5522,3200,3300,0
260000,2,1,1,29,0,0,0,-2,-2,71864,54050,0,0,0,3090,0,0,0,0,0
160000,2,2,2,30,0,0,0,0,0,151620,150984,152705,102160,102969,7300,6004,5170,4000,4000,0
310000,2,1,1,45,0,0,0,0,0,91532,93351,96218,97722,101082,3340,4370,4000,5000,3899,0
80000,2,3,1,47,-1,-1,2,-1,-1,390,780,390,390,390,780,390,390,390,390,1
150000,2,3,1,38,2,0,0,0,0,146057,142325,143548,146332,145993,6527,6714,6705,5181,5437,0
330000,2,1,1,31,0,0,0,0,0,22285,23111,23622,23253,22525,1700,1700,1700,1000,1000,0
180000,2,1,2,30,-2,-2,-2,-2,-2,1490,3687,1352,960,4921,3687,1352,960,4921,3031,0
120000,2,1,2,29,0,0,0,2,0,6385,9262,11793,11307,14102,3000,2691,0,3000,2000,1
150000,2,4,2,30,-1,-1,-1,-1,-1,3826,2970,4015,3693,7850,2978,4026,3704,7873,2429,0
2.00E+05,2,1,2,35,0,0,0,0,0,65503,66805,68726,70586,72409,2394,3000,3000,3000,2685,0
170000,2,2,2,37,1,-1,-1,-1,0,0,213,2592,13199,3685,213,2592,13204,0,986,0
50000,2,2,3,45,0,0,0,0,0,44797,50215,49420,46434,45349,46012,3000,1590,1285,1544,0
80000,2,2,1,41,-1,-1,-1,-1,-1,264,264,264,264,264,264,264,264,264,414,0
20000,2,3,2,31,-1,-1,-1,-1,-1,1550,1550,1826,6497,8185,1550,1826,6497,8185,3755,0
360000,2,2,1,31,0,0,0,0,0,350752,354823,358920,363999,292332,13016,13016,13625,11019,9439,0
2.00E+05,2,1,2,31,1,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,1
50000,2,2,1,33,0,0,0,0,-1,39554,38600,23711,8663,19596,5000,5038,3000,20130,1000,0
70000,2,2,1,33,0,0,5,4,3,56778,75037,73326,71568,72540,20000,0,0,2700,0,0
3.00E+05,2,2,2,34,0,0,0,0,0,297890,216495,221737,224774,182544,7800,8705,8500,6820,2700,0
20000,2,3,2,45,0,0,0,0,0,14381,15701,17137,18541,18909,1564,2000,2000,677,860,1
170000,2,1,2,40,-2,-2,-2,-2,-2,0,0,1980,0,280,0,1980,0,280,280,1
180000,2,4,1,44,0,0,0,0,0,151538,133924,136707,139438,143513,6256,6434,6506,10813,0,0
2.00E+05,2,1,2,38,-2,-2,-1,0,0,0,0,69084,71857,72755,0,69084,3450,2348,1486,0
320000,2,2,1,44,-2,-2,-2,-2,-2,-6,650,2849,1060,3667,656,2849,1060,3667,1627,0
180000,2,3,2,45,0,0,0,2,0,76942,77952,80269,66855,67128,4003,5603,3,2504,2511,0
60000,2,2,1,40,2,0,0,0,0,60211,55996,54178,44518,28636,3000,2000,2000,3000,1300,0
360000,2,3,1,40,0,0,0,0,0,44518,46285,37917,36502,31715,8061,5043,8160,10069,2023,0
30000,2,2,2,46,0,0,2,2,2,19495,22254,21616,26695,25970,3400,0,5800,0,1000,1
130000,2,2,1,35,0,0,0,0,0,105976,108127,110356,111070,113441,5400,5460,4033,4220,4199,0
80000,2,2,1,35,1,-1,3,2,0,0,964,964,964,964,964,0,0,0,5953,0
230000,2,2,1,40,0,0,0,0,0,44948,45198,46244,47595,38367,1728,3000,3040,3012,3000,0
210000,2,2,1,36,0,0,0,0,-1,4879,5373,6811,10161,2922,3000,3000,5000,2922,0,0
270000,2,3,1,35,0,0,0,-2,-1,60227,61650,0,248,163248,3000,0,248,163000,5925,0
280000,2,2,2,37,0,0,0,0,0,213581,197238,193638,161264,148863,9000,10000,8000,5500,8500,0
50000,2,2,1,36,0,0,0,0,0,30803,30578,30362,30764,30065,1477,1546,1453,1039,1066,0
360000,2,2,1,38,-2,-1,-1,-1,-1,0,212,3748,-2,666,212,3759,0,668,921,0
470000,2,1,1,37,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,924,0
230000,2,1,1,42,1,-2,-2,-2,-2,6087,16041,29977,5608,0,16050,29989,5608,0,0,0
80000,2,2,1,47,2,0,0,0,0,80019,81145,79171,63448,46989,3111,3667,3063,2000,2000,1
2.00E+05,2,1,2,29,-1,-1,-1,-1,-1,3215,78,2012,6577,551,676,2012,6577,551,2130,0
2.00E+05,2,2,1,32,0,0,0,0,0,166428,157908,150977,140358,130373,6026,6007,5000,5000,5000,0
50000,2,3,2,30,0,0,0,0,0,48134,52136,19758,5520,5204,5261,1132,2138,172,200,0
20000,2,2,1,33,0,0,0,0,0,10001,20844,5760,3343,1510,2000,1500,1007,7,0,0
50000,2,2,1,41,0,0,0,0,0,22824,22664,5631,5933,6433,1100,1100,1100,600,500,0
110000,2,2,1,31,-1,2,2,-1,-1,832,832,416,416,416,416,0,416,416,416,1
280000,2,2,2,46,0,0,2,2,0,29523,154398,151984,47851,49374,126000,3000,0,3000,2000,0
160000,2,1,2,32,-1,-1,-1,-1,-1,9441,5714,5030,3181,4998,5726,5037,3182,5000,1252,0
320000,2,2,1,35,-1,-1,-1,-1,0,2276,6626,11131,13824,17992,6626,12446,17746,6000,5749,1
3.00E+05,2,1,2,30,-1,-1,-1,2,-1,452,-6,835,665,2386,3,1466,70,2397,457,1
3.00E+05,2,2,2,30,0,0,0,-2,-2,133115,41300,0,0,0,2300,0,0,0,2538,1
1.00E+05,2,2,2,31,0,0,0,0,0,99259,76288,77919,79597,88685,2750,2854,3000,10400,600,0
1.00E+05,2,2,1,39,-2,-2,-2,-2,-2,1884,0,0,0,0,0,0,0,0,0,0
110000,2,2,1,33,0,0,0,0,0,15605,20649,22397,23305,25341,5649,2397,1305,2341,5584,0
4.00E+05,2,2,1,39,-2,-2,-2,-2,-2,52306,3638,11649,24140,5803,3656,11713,24265,7832,5966,0
20000,2,2,1,35,0,0,0,0,0,15284,15303,14724,15055,13389,6230,1500,1500,500,1200,0
50000,2,1,2,27,2,3,2,2,2,12250,11761,12476,11979,12880,0,1200,0,1100,0,1
310000,2,1,2,28,0,0,0,0,0,269832,261818,234621,242570,246073,15327,10000,12000,9019,10024,0
80000,2,2,2,44,0,0,0,0,0,75901,74911,72172,73674,73532,3500,3205,3300,3000,3000,0
120000,2,3,1,43,0,0,0,0,0,116032,114987,117491,118513,75278,4201,5001,4134,2700,3000,0
2.00E+05,2,1,1,39,-1,-1,-1,-1,0,11399,395,5094,9204,9403,400,9500,9250,5000,0,0
1.00E+05,2,2,1,44,-1,-1,-1,-1,-1,9242,181,1782,1338,768,181,1794,1338,768,2643,0
210000,2,2,2,37,0,0,0,0,0,206157,212566,190867,195323,156651,10000,20000,8000,10000,4416,0
60000,2,1,1,33,-1,0,-1,-1,-1,14932,12840,390,390,780,5000,10390,390,780,0,0
130000,2,2,1,38,-1,-1,-1,-1,-1,929,2876,423,2149,463,2876,423,2149,463,2218,0
150000,2,3,2,33,-2,-1,-1,-1,-1,1879,69842,2777,945,-5,69842,2785,947,0,1956,0
220000,2,2,1,44,2,2,0,0,0,195375,185993,184568,168683,158742,10,8304,7356,5300,5550,0
140000,2,2,1,40,0,0,0,0,0,98221,97548,98457,102811,104605,3600,5000,6000,5000,4000,0
50000,2,2,2,31,0,0,0,0,0,77962,48095,50383,48987,48793,3000,3387,1637,1231,3356,0
90000,2,3,1,41,0,0,0,0,0,2833,6003,7598,5036,4750,5000,3500,4500,4300,0,0
5.00E+05,2,1,2,37,0,0,0,0,0,20181,21197,23839,24869,27437,1358,3000,1432,3000,5000,0
3.00E+05,2,3,1,28,-1,-1,-1,-1,-1,390,390,390,390,390,390,390,390,390,390,1
260000,2,1,1,40,-1,-1,-1,-1,-1,63273,49857,75036,96787,16576,49857,75038,96793,16576,6844,0
130000,2,3,1,42,-1,-1,-1,0,0,2551,0,59892,60000,0,0,59892,1200,0,0,1
2.00E+05,2,1,2,28,-1,-1,-1,-1,-1,6023,3621,2659,1708,1629,3632,2659,1708,1629,13037,0
290000,2,2,2,29,0,0,0,0,0,7324,8174,8389,8770,9145,1130,1502,1300,500,1000,0
650000,2,1,2,29,1,-1,-1,-1,0,21289,518,216,2482,5178,3000,1000,2500,3500,4000,0
230000,2,1,2,27,0,0,0,0,-1,11406,10097,4600,3234,4696,5097,1060,1000,4696,7062,0
230000,2,1,1,30,2,0,0,0,0,63064,62725,61465,57637,58172,2800,2158,2610,2022,2064,1
2.00E+05,2,2,2,31,0,0,0,0,0,203265,203147,203017,203109,203494,7471,7848,8957,8000,7775,0
4.00E+05,2,2,2,32,0,0,0,0,0,234779,240496,247813,253726,258120,5784,7395,7506,6000,2000,0
490000,2,2,1,30,0,0,0,0,0,195330,200768,206026,203938,198453,8683,10021,8017,16270,6599,0
360000,2,1,2,30,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0
230000,2,1,2,33,-2,-2,-2,-2,-2,5869,11556,156,2403,1546,11556,156,2403,1546,7915,0
290000,2,2,2,34,0,0,0,0,0,285484,286091,286785,285345,239389,10220,11231,10269,8500,10000,0
2.00E+05,2,1,2,34,1,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0
360000,2,2,1,34,-1,0,0,0,0,42720,22303,17959,11933,8371,1430,4987,3966,5081,6605,0
10000,2,3,1,42,2,2,2,2,0,7587,7920,10153,8999,9999,1000,2374,0,1000,0,1
180000,2,2,2,33,-2,-2,-2,-2,-2,11281,3405,22630,7777,3089,3411,22657,7777,3089,8429,0
230000,2,3,1,47,-1,-1,-1,-1,-1,6200,5482,15900,1678,0,5482,15900,1678,0,764,0
340000,2,1,2,35,-2,-2,-2,-2,-2,732,1604,-1294,12797,890,1618,27,20072,903,2313,0
170000,2,3,1,44,0,0,0,0,0,150692,152861,156393,147611,28697,6936,8266,5792,662,108927,0
50000,2,3,2,42,0,0,0,0,0,48926,49759,48803,46472,19766,2019,2063,2217,705,725,0
