loan_amnt,int_rate,installment,home_ownership,annual_inc,verification_status,loan_status,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,last_pymnt_amnt,collections_12_mths_ex_med,application_type,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_inq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,hardship_flag,debt_settlement_flag
11000,0.1691,272.85,MORTGAGE,102600.0,Source Verified,0,5.37,0,3,10,0,7173,31,w,10762.66,10762.66,535.37,535.37,237.34,298.03,0.0,272.85,0,Individual,0,197319,4,1,1,2,5.0,10686,74.0,0,2,4623,44.0,26400,1,0,5,8,19732.0,15777.0,22.7,0,111.0,128,20,4,8,20.0,0.0,1,1,2,7,13,4,8,19,2,10,0,4,83.9,14.3,0,0,220823,17859,20400,14423,N,N
20000,0.1171,661.52,RENT,40000.0,Verified,0,32.5,0,0,10,0,18931,19,w,19533.65,19533.65,648.51,648.51,466.35,182.16,0.0,661.52,0,Individual,0,46000,0,1,0,1,22.0,13624,72.0,1,3,10277,42.0,71700,0,4,0,4,5111.0,41927.0,20.7,0,103.0,103,8,8,2,8.0,23.0,0,3,4,4,7,4,7,11,4,10,0,1,100.0,0.0,0,0,110723,46000,52900,18882,N,N
27725,0.2631,835.2,ANY,85000.0,Verified,0,35.17,0,3,15,0,18984,37,w,0.0,0.0,27751.34283,27751.34,27725.0,26.34,0.0,27852.65,0,Individual,0,180082,0,4,3,5,7.0,90544,85.0,1,2,14494,47.0,91200,2,2,6,7,12005.0,57616.0,24.8,0,157.0,243,7,7,2,7.0,0.0,0,5,5,7,9,20,10,15,5,15,0,4,100.0,14.3,0,0,279650,109528,76600,102000,N,N
7000,0.0819,219.97,MORTGAGE,150000.0,Source Verified,0,10.48,0,0,9,0,15216,28,w,6654.43,6654.43,436.76,436.76,345.57,91.19,0.0,219.97,0,Individual,0,604499,0,3,1,1,9.0,49257,46.0,0,1,15216,42.0,38500,1,5,2,3,75562.0,22284.0,40.6,0,114.0,201,14,9,1,14.0,9.0,0,1,1,3,11,6,5,21,1,9,0,1,100.0,0.0,0,0,664234,64473,37500,67734,N,N
7200,0.1447,247.73,RENT,80000.0,Not Verified,0,14.75,0,1,11,0,7484,14,w,6876.24,6876.24,480.99,480.99,323.76,157.23,0.0,247.73,0,Individual,0,196865,1,3,2,2,4.0,189381,93.0,0,2,3035,59.0,30700,2,0,4,4,17897.0,17045.0,19.2,0,93.0,57,18,4,0,28.0,4.0,0,2,3,5,6,4,8,10,3,11,0,2,100.0,0.0,0,0,175831,196865,21100,145131,N,N
16000,0.1614,390.29,MORTGAGE,70000.0,Verified,0,29.85,0,1,11,0,19327,29,w,15467.63,15467.63,1163.7,1163.7,532.37,631.33,0.0,390.29,0,Individual,0,253996,2,2,1,3,6.0,73290,83.0,1,2,8458,77.0,27700,1,4,1,6,23091.0,300.0,98.2,0,85.0,98,6,6,1,26.0,6.0,0,5,7,5,6,11,8,16,7,11,0,2,100.0,100.0,0,0,272680,92617,17100,80073,N,N
16000,0.1298,538.95,MORTGAGE,41000.0,Not Verified,0,15.66,0,1,9,0,9295,14,w,15264.28,15264.28,1066.36,1066.36,735.72,330.64,0.0,538.95,0,Individual,0,87265,1,2,1,1,11.0,77970,77.0,1,3,3645,32.0,40300,1,2,2,5,10908.0,31005.0,23.1,0,50.0,189,6,6,1,6.0,6.0,1,5,5,6,8,3,7,10,5,9,0,2,85.7,0.0,0,0,115549,87265,40300,75249,N,N
16000,0.118,529.91,RENT,46000.0,Source Verified,0,17.22,1,1,12,0,14862,32,w,15251.18,15251.18,1049.33,1049.33,748.82,300.51,0.0,529.91,0,Individual,4633,27212,1,2,0,1,18.0,12350,48.0,1,1,5264,39.0,44800,1,0,1,2,2268.0,27930.0,28.2,0,168.0,157,2,2,0,29.0,2.0,4,3,5,6,11,15,10,17,5,12,0,1,84.4,33.3,0,0,70604,27212,38900,25804,N,N
3000,0.1072,97.82,RENT,72000.0,Verified,0,23.18,0,3,21,1,11770,24,f,2857.33,2595.4,192.07,174.46,142.67,49.4,0.0,97.82,0,Individual,0,93032,4,3,1,2,10.0,81262,64.0,6,11,996,32.0,73300,2,3,6,13,4430.0,23112.0,10.4,0,163.0,62,2,2,0,2.0,1.0,0,4,15,4,4,5,18,19,15,21,0,7,100.0,0.0,1,0,153438,93032,25800,80138,N,N
7000,0.1131,230.21,MORTGAGE,57000.0,Not Verified,0,10.25,0,0,9,0,11165,46,f,6835.76,6835.76,254.4,254.4,164.24,90.16,0.0,258.8,0,Individual,0,195962,3,3,3,6,6.0,90553,100.0,1,1,9622,76.0,28000,0,0,0,8,21774.0,12835.0,46.5,0,137.0,127,12,6,1,12.0,13.0,0,2,2,3,6,35,5,10,2,9,0,5,93.2,0.0,0,0,213892,101718,24000,90082,N,N
20000,0.0702,617.73,MORTGAGE,115000.0,Source Verified,0,11.71,1,1,17,0,3937,32,w,18489.01,18489.01,1845.39,1845.39,1510.99,334.4,0.0,617.73,0,Joint App,0,87110,3,7,4,10,4.0,80748,85.0,2,4,95,36.0,122400,4,12,2,14,5124.0,70905.0,0.1,0,99.0,511,2,2,0,4.0,2.0,0,1,2,4,5,20,9,11,2,17,0,6,93.8,0.0,0,0,239757,87110,71000,95231,N,N
3200,0.0756,99.63,RENT,440000.0,Source Verified,0,15.81,0,0,17,0,8286,55,w,3120.53,3120.53,96.94,96.94,79.47,17.47,0.0,99.63,0,Individual,0,454335,2,6,1,4,4.0,441802,99.0,1,2,3868,56.0,57700,1,2,0,8,26726.0,36659.0,16.9,0,139.0,147,4,4,0,41.0,19.0,0,2,4,6,11,39,9,14,4,17,0,2,98.2,0.0,0,0,513149,454335,44100,445936,N,N
2500,0.1691,89.02,RENT,43000.0,Not Verified,0,28.05,0,1,7,0,10963,20,w,2391.66,2391.66,172.17,172.17,108.34,63.83,0.0,89.02,0,Individual,0,22657,1,2,0,1,19.0,11694,40.0,1,1,3762,52.0,14200,1,5,1,2,3237.0,861.0,84.9,0,122.0,112,2,2,0,2.0,2.0,0,2,4,2,4,12,5,8,4,7,0,1,95.0,50.0,0,0,43611,22657,5700,29411,N,N
20000,0.1992,528.99,MORTGAGE,44154.0,Source Verified,0,11.4,0,1,9,0,4108,23,f,19602.75,19602.75,1035.85,1035.85,397.25,638.6,0.0,528.99,0,Individual,668,78009,2,1,2,3,3.0,16611,96.0,3,3,1639,53.0,21700,0,0,5,7,8668.0,7676.0,30.2,0,176.0,158,1,1,1,1.0,1.0,0,3,4,3,6,10,7,12,4,9,0,5,95.7,0.0,0,0,97960,20719,11000,17260,N,N
18000,0.1298,409.38,MORTGAGE,50000.0,Source Verified,0,26.84,0,0,12,1,27145,24,w,17568.32,17568.32,805.78,805.78,431.68,374.1,0.0,409.38,0,Individual,0,202946,0,2,1,1,8.0,15590,71.0,0,0,11238,63.0,46000,0,2,1,1,16912.0,11790.0,69.5,0,88.0,168,39,8,1,39.0,8.0,0,5,7,5,6,10,9,13,7,12,0,1,100.0,40.0,1,0,235924,42735,38700,22032,N,N
16800,0.0646,514.6,RENT,58000.0,Source Verified,0,12.35,0,0,6,0,9658,17,w,15949.4,15949.4,1023.17,1023.17,850.6,172.57,0.0,514.6,0,Individual,0,16373,0,4,0,1,21.0,6715,41.0,0,0,9086,25.0,50500,1,0,0,1,2729.0,40842.0,19.1,0,170.0,122,39,21,0,39.0,21.0,0,2,2,2,5,10,2,7,2,6,0,0,100.0,0.0,0,0,66805,16373,50500,16305,N,N
30000,0.1131,986.58,MORTGAGE,145000.0,Verified,0,19.97,0,0,12,0,30722,15,w,27868.55,27868.55,2940.89,2940.89,2131.45,809.44,0.0,986.58,0,Individual,0,260877,0,3,0,2,14.0,28919,64.0,3,5,17109,66.0,45200,0,0,2,7,21740.0,6778.0,81.9,0,50.0,175,9,9,1,9.0,7.0,0,4,4,5,6,4,8,10,4,12,0,3,100.0,40.0,0,0,313349,59641,37500,44949,N,N
7400,0.0646,226.67,RENT,47000.0,Not Verified,0,29.26,0,1,8,1,9669,16,w,7213.16,7213.16,233.31,233.31,186.84,46.47,0.0,235.97,0,Joint App,0,36334,0,2,1,2,11.0,26665,61.0,0,2,7019,53.0,25300,2,0,2,4,4542.0,3981.0,63.8,0,41.0,219,13,11,1,13.0,4.0,0,1,4,1,4,3,6,12,4,8,0,1,100.0,0.0,1,0,68870,36334,11000,43570,N,N
4500,0.0819,141.41,MORTGAGE,120000.0,Source Verified,0,8.91,1,0,8,0,5157,10,w,4165.64,4165.64,420.13,420.13,334.36,85.77,0.0,141.41,0,Individual,0,14050,0,2,0,0,28.0,8893,28.0,0,0,3319,23.0,30200,0,0,1,0,1756.0,23639.0,17.6,0,168.0,88,39,28,0,39.0,10.0,0,3,4,5,5,3,6,7,4,8,0,0,90.0,0.0,0,0,62159,14050,28700,31959,N,N
10000,0.0646,306.31,RENT,105000.0,Not Verified,0,14.9,0,0,9,0,11877,17,w,9747.52,9747.52,327.85,327.85,252.48,75.37,0.0,331.44,0,Individual,0,76208,0,2,1,1,9.0,64331,78.0,0,3,6748,37.0,43400,0,0,0,4,8468.0,8038.0,54.3,0,184.0,105,14,9,0,14.0,14.0,0,2,3,2,3,7,7,10,3,8,0,1,100.0,0.0,0,0,140739,76208,17600,97339,N,N
30000,0.1033,972.68,MORTGAGE,87676.0,Verified,0,14.67,1,0,24,0,32259,47,w,29285.56,29285.56,1050.16,1050.16,714.44,335.72,0.0,1067.38,0,Individual,0,377467,0,1,0,0,26.0,2732,28.0,1,2,18252,34.0,93500,1,0,4,2,15728.0,38128.0,42.0,0,128.0,274,12,12,3,12.0,1.0,1,8,11,15,25,6,22,38,11,24,0,1,91.1,13.3,0,0,498335,34991,65700,9835,N,N
36000,0.1502,856.82,MORTGAGE,186000.0,Source Verified,0,21.13,0,1,35,0,98129,71,w,35182.48,35182.48,1683.6,1683.6,817.52,866.08,0.0,856.82,0,Individual,0,114207,1,1,0,0,34.0,16078,53.0,2,4,28143,50.0,197100,3,0,3,4,3359.0,47606.0,65.0,0,135.0,262,6,6,3,14.0,0.0,0,12,20,19,31,11,34,57,20,35,0,2,100.0,36.8,0,0,227350,114207,136200,30250,N,N
10000,0.1171,330.76,RENT,24000.0,Not Verified,0,29.15,1,0,8,0,7504,21,w,9766.82,9766.82,298.23,298.23,233.18,65.05,0.0,304.74,0,Individual,0,23342,0,2,0,2,14.0,15838,80.0,1,4,5527,61.0,18700,1,3,1,6,2918.0,10483.0,41.4,0,123.0,57,7,7,0,14.0,7.0,2,3,4,5,5,13,6,8,4,8,0,1,94.7,0.0,0,0,38529,23342,17900,19829,N,N
6600,0.1719,235.94,MORTGAGE,104600.0,Not Verified,0,12.38,1,0,8,0,2446,11,w,6458.6,6458.6,229.64,229.64,141.4,88.25,0.0,235.94,0,Individual,0,124502,2,2,1,2,4.0,26445,77.0,1,1,882,69.0,3550,0,1,1,3,15562.0,738.0,83.0,0,128.0,39,1,1,1,25.0,12.0,0,4,5,3,4,5,5,5,4,8,1,2,73.0,75.0,0,0,169483,28891,2950,34183,N,N
2400,0.124,80.18,MORTGAGE,68000.0,Source Verified,0,20.47,0,0,10,0,12159,14,w,2344.62,2344.62,76.87,76.87,55.38,21.49,0.0,80.18,0,Individual,0,100890,0,2,1,1,7.0,18366,57.0,0,2,4734,51.0,27500,1,1,1,4,10089.0,7384.0,55.0,0,69.0,92,20,7,1,45.0,7.0,0,3,6,3,4,5,7,8,6,10,0,1,92.9,0.0,0,0,134778,30525,16400,32187,N,N
16000,0.0819,502.79,MORTGAGE,135000.0,Not Verified,0,29.48,0,0,17,1,14498,32,w,15606.41,15606.41,488.23,488.23,393.59,94.64,0.0,502.79,0,Individual,0,331008,0,6,2,4,11.0,137412,86.0,3,4,3490,71.0,30300,8,4,7,8,19471.0,9389.0,37.8,0,156.0,147,9,9,2,31.0,9.0,0,3,9,4,4,17,10,13,9,17,0,5,100.0,25.0,1,0,396855,151910,15100,173216,N,N
14000,0.0819,439.94,MORTGAGE,270000.0,Not Verified,0,15.34,0,1,23,0,28318,47,w,13308.86,13308.86,902.18,902.18,691.14,211.04,0.0,439.94,0,Individual,219,540201,2,7,1,6,5.0,101547,81.0,1,1,3356,67.0,53900,4,0,3,8,23487.0,6905.0,58.4,0,197.0,105,8,4,2,8.0,0.0,0,5,11,7,11,24,15,21,11,23,0,3,97.8,14.3,0,0,608302,129865,16600,143052,N,N
10000,0.1797,253.78,RENT,55000.0,Not Verified,0,16.69,0,0,10,0,13374,15,w,9790.38,9790.38,497.58,497.58,209.62,287.96,0.0,253.78,0,Individual,0,27716,0,1,0,1,15.0,14342,85.0,0,1,3764,78.0,18800,2,0,0,2,2772.0,363.0,92.6,0,97.0,162,21,15,0,36.0,15.0,1,2,8,2,3,3,9,12,8,10,0,0,86.7,100.0,0,0,35718,27716,4900,16918,N,N
20000,0.1894,518.16,RENT,48500.0,Source Verified,0,21.78,0,0,9,1,4785,25,w,19591.82,19591.82,994.23,994.23,408.18,586.05,0.0,518.16,0,Individual,352,30435,0,2,1,4,8.0,25650,81.0,1,4,700,76.0,8500,1,0,0,8,3382.0,623.0,76.0,0,174.0,283,8,8,0,8.0,18.0,3,4,6,4,7,14,7,11,6,9,0,2,84.0,75.0,1,0,40334,30435,2600,31834,N,N
15000,0.1719,536.22,MORTGAGE,175000.0,Not Verified,0,36.75,0,0,15,0,97796,28,w,14678.66,14678.66,507.57,507.57,321.35,186.22,0.0,536.22,0,Individual,0,451162,1,6,2,5,4.0,73247,74.0,0,0,32725,83.0,108200,4,0,1,5,30077.0,1547.0,98.3,0,141.0,549,66,4,3,66.0,7.0,0,5,6,5,6,13,7,11,6,15,0,2,96.3,80.0,0,0,520635,204202,90600,98397,N,N
20000,0.1474,690.77,RENT,92545.0,Verified,0,29.63,13,0,15,0,3403,31,w,19554.9,19554.9,658.01,658.01,445.1,212.91,0.0,690.77,0,Individual,0,230101,0,9,0,0,29.0,90694,88.0,0,0,1303,79.0,11600,2,2,2,0,15340.0,7897.0,30.1,0,156.0,295,29,29,2,37.0,7.0,4,4,4,4,12,11,5,18,4,15,7,0,56.7,25.0,0,0,271406,94097,11300,111656,N,N
18000,0.2,476.89,MORTGAGE,89636.0,Not Verified,0,31.26,0,4,17,0,16852,32,w,17823.11,17823.11,436.89,436.89,176.89,260.0,0.0,476.89,0,Individual,0,361534,3,8,1,2,6.0,72374,88.0,2,2,6317,76.0,33700,5,2,4,5,21267.0,15010.0,50.3,0,150.0,145,3,3,5,3.0,1.0,0,4,5,5,7,18,7,9,5,17,0,3,100.0,40.0,0,0,437431,89226,30200,104862,N,N
40000,0.0646,1225.24,MORTGAGE,175000.0,Source Verified,0,10.4,0,0,11,0,34576,31,w,37974.75,37974.75,2421.77,2421.77,2025.25,396.52,0.0,1225.24,0,Individual,0,269297,0,1,0,1,14.0,27111,84.0,1,3,17181,77.0,47800,1,7,1,4,24482.0,10224.0,77.2,0,299.0,211,12,12,2,12.0,12.0,0,6,6,7,11,12,9,17,6,11,0,1,100.0,57.1,0,0,312982,61687,44800,32432,N,N
12000,0.1101999999999999,392.98,OWN,85000.0,Source Verified,0,11.45,1,0,13,0,5832,17,f,9717.22,9717.22,2385.63,2385.63,2282.78,102.85,0.0,2392.98,1,Individual,0,30106,2,2,0,2,20.0,24274,80.0,3,6,3175,60.0,19500,0,0,1,8,2316.0,8475.0,34.8,0,53.0,43,3,3,0,6.0,7.0,1,3,4,7,8,3,11,13,4,13,1,3,94.1,0.0,0,0,50007,30106,13000,30507,N,N
17600,0.2339999999999999,684.97,RENT,139000.0,Not Verified,0,6.28,0,1,10,0,12654,14,f,16909.8,16909.8,1347.06,1347.06,690.2,656.86,0.0,684.97,0,Individual,0,21463,3,1,0,1,13.0,8809,67.0,3,10,5391,26.0,68200,0,0,1,11,2385.0,37441.0,25.0,0,29.0,39,0,0,0,1.0,0.0,0,5,6,6,9,2,9,12,6,10,0,3,100.0,0.0,0,0,81413,21463,49900,13213,N,N
35000,0.2089,944.71,MORTGAGE,54000.0,Verified,0,16.24,0,0,10,1,10373,14,w,33976.13,33976.13,2793.51,2793.51,1023.87,1769.64,0.0,944.71,0,Individual,0,166886,1,1,1,2,9.0,9674,94.0,1,1,3418,41.0,38800,0,0,1,4,16689.0,8709.0,29.2,0,29.0,54,10,4,1,31.0,6.0,0,2,6,3,4,3,8,10,6,10,0,3,100.0,0.0,1,0,196419,20047,12300,10246,N,N
9000,0.0756,280.21,MORTGAGE,37000.0,Verified,0,24.1,0,0,10,0,3422,10,w,8776.49,8776.49,276.43,276.43,223.51,52.92,0.0,280.21,0,Individual,0,183366,2,3,1,3,6.0,19850,74.0,1,2,2731,50.0,19800,4,0,1,6,18337.0,15378.0,18.2,0,22.0,42,2,2,1,2.0,9.0,0,2,2,5,5,3,6,6,2,10,0,3,100.0,0.0,0,0,207984,23272,18800,26779,N,N
9000,0.2,334.48,OWN,36500.0,Verified,0,11.54,0,2,13,0,7862,15,f,8815.52,8815.52,324.48,324.48,184.48,140.0,0.0,334.48,0,Individual,0,12417,3,1,1,1,6.0,4555,91.0,3,9,3137,39.0,26800,1,0,4,10,955.0,13238.0,37.3,0,6.0,47,2,2,0,2.0,1.0,0,5,5,9,11,1,12,14,5,13,0,4,100.0,0.0,0,0,31800,12417,21100,5000,N,N
9800,0.1639999999999999,346.48,RENT,50000.0,Source Verified,0,23.81,1,0,14,0,9220,18,w,9587.45,9587.45,337.55,337.55,212.55,125.0,0.0,346.48,0,Individual,0,53209,1,6,0,1,21.0,43989,101.0,1,1,2452,97.0,11200,1,0,0,2,3801.0,1397.0,84.8,0,116.0,126,5,5,0,38.0,21.0,0,6,8,6,7,8,8,10,8,14,0,1,94.4,83.3,0,0,54900,53209,9200,43700,N,N
6000,0.0819,188.55,RENT,77000.0,Not Verified,0,20.79,0,2,15,0,11580,19,f,5840.11,5815.78,185.82,185.05,159.88,25.93,0.0,188.55,0,Individual,0,167448,3,5,1,3,3.0,48567,76.0,3,4,2376,58.0,39600,0,3,4,7,11163.0,17354.0,21.1,0,94.0,71,3,3,1,3.0,3.0,0,3,5,6,6,9,9,9,5,15,0,4,100.0,0.0,0,0,220839,60147,22000,63759,N,N
10000,0.0881,317.12,RENT,65000.0,Source Verified,0,26.88,0,0,14,0,8462,37,w,9263.5,9263.5,951.37,951.37,736.5,214.87,0.0,317.12,0,Individual,0,86526,2,3,2,2,2.0,78064,74.0,0,6,6500,38.0,73000,0,2,4,8,6180.0,43900.0,12.9,0,155.0,183,13,2,0,14.0,2.0,0,1,5,4,12,14,11,23,5,14,0,2,100.0,0.0,0,0,164933,86526,50400,91933,N,N
15000,0.0646,459.47,MORTGAGE,63200.0,Source Verified,0,16.24,0,0,7,0,14532,12,w,13964.04,13964.04,1204.71,1204.71,1035.96,168.75,0.0,459.47,0,Individual,0,362707,1,2,1,1,12.0,36043,82.0,3,3,7554,81.0,18800,0,3,5,5,51815.0,4609.0,71.7,0,113.0,95,5,5,1,9.0,12.0,0,3,4,3,3,6,4,5,4,7,0,4,100.0,33.3,0,0,381338,50575,16300,44052,N,N
25000,0.0702,772.16,MORTGAGE,120000.0,Source Verified,0,15.55,0,0,10,0,0,19,w,23111.26,23111.26,2296.98,2296.98,1888.74,408.24,0.0,772.16,0,Individual,0,29785,0,4,1,2,12.0,29785,44.0,2,2,0,27.0,41300,1,0,1,4,3723.0,23000.0,0.0,0,51.0,576,9,9,1,35.0,12.0,0,0,0,1,3,4,6,14,0,10,0,3,100.0,0.0,0,0,109086,29785,23000,67786,N,N
40000,0.0819,814.7,MORTGAGE,200000.0,Source Verified,0,12.53,0,0,28,0,49775,39,w,39458.3,39458.3,778.3,778.3,541.7,236.6,0.0,814.7,1,Individual,210,757308,0,1,0,0,34.0,14414,58.0,1,4,13276,44.0,120000,0,0,1,6,29127.0,38668.0,50.3,0,108.0,243,12,12,8,17.0,1.0,0,9,15,12,13,2,22,26,15,28,0,3,100.0,0.0,0,0,862918,64881,77800,25000,N,N
8000,0.0646,245.05,RENT,53000.0,Not Verified,0,26.83,0,0,21,0,20457,24,f,7798.02,7798.02,242.18,242.18,201.98,40.2,0.0,245.05,0,Individual,0,96001,0,12,0,0,25.0,75544,95.0,4,4,6328,76.0,46400,1,1,0,4,4571.0,23143.0,46.9,0,88.0,82,7,7,0,7.0,14.0,0,7,7,8,9,14,9,10,7,21,0,4,100.0,37.5,0,0,126297,96001,43600,79897,N,N
15000,0.1691,372.07,RENT,107000.0,Not Verified,0,31.81,0,1,13,0,22024,19,w,14511.09,14511.09,1102.12,1102.12,488.91,613.21,0.0,372.07,0,Individual,0,41816,3,5,1,2,4.0,19792,29.0,2,4,7416,37.0,44000,0,0,1,6,3217.0,21958.0,48.8,0,48.0,229,3,3,0,3.0,4.0,1,7,8,7,13,5,8,14,8,13,0,3,94.7,14.3,0,0,113482,41816,42900,69482,N,N
20000,0.1101999999999999,435.05,MORTGAGE,40000.0,Verified,0,28.08,0,0,5,0,22906,11,w,19748.62,19748.62,422.81,422.81,251.38,171.43,0.0,435.05,0,Individual,0,53125,1,1,1,1,1.0,30219,100.0,0,0,18960,88.0,30200,0,1,2,1,10625.0,5172.0,81.0,0,113.0,310,79,1,1,79.0,1.0,0,3,4,3,5,3,4,7,4,5,0,1,90.9,33.3,0,0,60419,53125,27200,30219,N,N
10000,0.1033,324.23,MORTGAGE,227600.0,Not Verified,1,9.07,0,0,10,0,32376,28,w,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Individual,0,204247,0,2,0,0,33.0,15597,57.0,1,5,16060,46.0,76500,1,1,1,5,20425.0,39455.0,44.8,0,282.0,275,10,10,3,20.0,8.0,0,5,7,5,11,6,7,19,7,10,0,1,96.2,40.0,0,0,283082,47973,71500,27559,N,N
10800,0.0881,342.49,RENT,60000.0,Source Verified,0,20.38,0,3,4,0,4087,5,w,10271.67,10271.67,679.69,679.69,528.33,151.36,0.0,342.49,0,Joint App,0,22032,1,2,1,1,1.0,17945,52.0,0,1,2409,39.0,22000,0,0,6,2,5508.0,17913.0,18.6,0,87.0,65,19,1,0,19.0,1.0,0,2,2,2,2,3,2,2,2,4,0,1,100.0,0.0,0,0,56843,22032,22000,34843,N,N
28800,0.1691,714.37,MORTGAGE,113000.0,Not Verified,0,17.53,2,1,9,0,7862,24,w,27861.31,27861.31,2075.47,2075.47,938.69,1136.78,0.0,714.37,0,Individual,0,215071,0,3,0,0,29.0,36562,53.0,0,2,4224,52.0,17100,1,0,7,2,23897.0,7238.0,52.1,0,127.0,172,17,17,5,17.0,0.0,0,3,3,4,6,10,5,9,3,9,0,0,83.3,25.0,0,0,261824,44424,15100,68528,N,N
10000,0.1033,324.23,RENT,34800.0,Not Verified,0,17.89,0,0,11,0,10796,13,f,9279.39,9024.21,961.21,934.78,720.61,240.6,0.0,324.23,0,Individual,0,25158,1,5,0,3,16.0,13764,75.0,0,0,4886,65.0,19700,1,0,0,4,2287.0,8904.0,54.8,0,40.0,82,43,6,0,43.0,24.0,0,5,5,5,7,5,5,7,5,11,0,1,100.0,60.0,0,0,38586,25158,19700,18288,N,N
25000,0.0819,785.61,RENT,143000.0,Not Verified,0,13.92,0,0,19,0,44905,41,w,24370.62,24370.62,788.62,788.62,629.38,159.25,0.0,800.0,0,Individual,0,73978,2,1,1,1,4.0,29073,97.0,1,2,10546,35.0,180000,1,0,1,3,3894.0,111650.0,28.5,0,157.0,373,4,4,2,16.0,4.0,0,9,11,10,16,5,18,34,11,19,0,2,100.0,0.0,0,0,209977,73978,156100,29977,N,N
10000,0.1072,326.07,MORTGAGE,80000.0,Not Verified,0,5.29,0,0,9,0,2407,20,f,9524.41,9262.49,646.18,628.41,475.59,170.59,0.0,326.07,0,Individual,742,130073,1,1,0,1,14.0,4526,73.0,0,2,1379,42.0,10500,1,0,3,4,14453.0,7093.0,25.3,0,223.0,194,21,5,1,21.0,7.0,2,4,4,6,8,7,7,12,4,9,0,1,75.0,0.0,0,0,140319,6933,9500,6200,N,N
10000,0.1502,238.01,RENT,34000.0,Not Verified,0,34.06,0,0,7,0,7287,10,f,9657.22,9657.22,705.69,705.69,342.78,362.91,0.0,238.01,0,Individual,0,42307,0,2,1,2,8.0,35020,84.0,1,2,3847,65.0,21400,3,1,3,5,6044.0,14113.0,34.1,0,68.0,59,9,8,0,9.0,8.0,0,2,2,3,4,4,3,4,2,7,0,2,100.0,33.3,0,0,64665,42307,21400,41817,N,N
7000,0.0756,217.94,RENT,66000.0,Not Verified,0,11.55,0,0,18,0,7152,22,w,6475.19,6475.19,650.88,650.88,524.81,126.07,0.0,217.94,0,Individual,0,29633,1,1,1,1,5.0,22481,82.0,1,4,3244,38.0,50200,2,1,2,5,1646.0,36248.0,16.5,0,133.0,73,7,5,0,7.0,5.0,0,6,6,12,12,4,17,18,6,18,0,2,90.9,0.0,0,0,77689,29633,43400,27489,N,N
32000,0.1131,1052.35,MORTGAGE,240000.0,Not Verified,0,9.18,1,2,10,0,20457,22,w,30491.42,30491.42,2064.49,2064.49,1508.58,555.91,0.0,1052.35,0,Individual,0,427783,2,4,1,1,6.0,50408,66.0,3,3,6418,73.0,24000,0,0,3,4,42778.0,3543.0,85.2,0,112.0,349,5,5,3,5.0,5.0,1,5,5,5,9,10,5,9,5,10,0,4,90.9,80.0,0,0,524801,70865,24000,80118,N,N
20000,0.118,662.38,MORTGAGE,150000.0,Not Verified,0,11.07,0,1,16,0,19617,26,w,19025.58,19025.58,1311.65,1311.65,974.42,337.23,0.0,662.38,0,Joint App,0,210348,0,4,1,3,11.0,103248,107.0,0,1,7632,76.0,36200,4,1,5,4,15025.0,16583.0,54.2,0,195.0,143,21,11,2,21.0,5.0,2,5,5,11,16,8,11,16,5,16,0,1,80.0,44.4,0,0,233832,122865,36200,97632,N,N
25000,0.0819,509.19,MORTGAGE,20000.0,Verified,0,52.22,4,0,17,0,23175,40,w,24320.56,24320.56,1007.0,1007.0,679.44,327.56,0.0,509.19,0,Joint App,0,399666,1,1,0,0,44.0,7446,38.0,2,3,14407,32.0,75200,0,0,2,4,23510.0,37301.0,37.0,0,148.0,254,2,2,4,10.0,8.0,1,4,6,8,18,3,15,33,6,17,0,3,82.5,12.5,0,0,469678,30621,59200,19478,N,N
14000,0.0881,443.96,RENT,77587.0,Source Verified,0,35.78,0,1,15,0,4496,26,w,13315.14,13315.14,874.22,874.22,684.86,189.36,0.0,443.96,0,Joint App,0,86446,1,10,2,3,1.0,81950,78.0,0,2,1750,73.0,11000,1,0,2,6,5763.0,3667.0,41.8,0,204.0,34,14,1,0,25.0,0.0,0,2,4,2,2,21,4,4,4,15,0,2,100.0,0.0,0,0,129454,86446,6300,118454,N,N
